1,2,3
9.219219219219219497e+00,4.082283403049506432e-01,5.000000000000000000e+00
9.249249249249249516e+00,3.492574989998048496e-01,5.000000000000000000e+00
9.279279279279279535e+00,2.899717200065122791e-01,5.000000000000000000e+00
9.309309309309309555e+00,2.304244633831378786e-01,5.000000000000000000e+00
9.339339339339339574e+00,1.706694249712602807e-01,5.000000000000000000e+00
9.369369369369369593e+00,1.107604879765556327e-01,5.000000000000000000e+00
9.399399399399399613e+00,5.075167438042873375e-02,5.000000000000000000e+00
9.429429429429429632e+00,-9.302903773494991535e-03,5.000000000000000000e+00
9.459459459459459651e+00,-6.934909317408953500e-02,5.000000000000000000e+00
9.489489489489489671e+00,-1.293327480746608305e-01,5.000000000000000000e+00
9.519519519519519690e+00,-1.891997791180581312e-01,5.000000000000000000e+00
9.549549549549549710e+00,-2.488962021109369926e-01,5.000000000000000000e+00
9.579579579579579729e+00,-3.083681867031922152e-01,5.000000000000000000e+00
9.609609609609609748e+00,-3.675621049286652564e-01,5.000000000000000000e+00
9.639639639639639768e+00,-4.264245795633547220e-01,5.000000000000000000e+00
9.669669669669669787e+00,-4.849025322575240549e-01,5.000000000000000000e+00
9.699699699699699806e+00,-5.429432313983035829e-01,5.000000000000000000e+00
9.729729729729729826e+00,-6.004943396596282845e-01,5.000000000000000000e+00
9.759759759759759845e+00,-6.575039611966331243e-01,5.000000000000000000e+00
9.789789789789789864e+00,-7.139206884419486698e-01,5.000000000000000000e+00
9.819819819819819884e+00,-7.696936484617017404e-01,-5.000000000000000000e+00
9.849849849849849903e+00,-8.247725488294159746e-01,-5.000000000000000000e+00
9.879879879879879923e+00,-8.791077229764503453e-01,-5.000000000000000000e+00
9.909909909909909942e+00,-9.326501749780791162e-01,-5.000000000000000000e+00
9.939939939939939961e+00,-9.853516237348285411e-01,-5.000000000000000000e+00
9.969969969969969981e+00,-1.037164546509231400e+00,-5.000000000000000000e+00
1.000000000000000000e+01,-1.088042221778739549e+00,-5.000000000000000000e+00
1.003003003003003002e+01,-1.137938771366152624e+00,-5.000000000000000000e+00
1.006006006006006004e+01,-1.186809201809573278e+00,-5.000000000000000000e+00
1.009009009009009006e+01,-1.234609444934583689e+00,-5.000000000000000000e+00
1.012012012012012008e+01,-1.281296397592058822e+00,-5.000000000000000000e+00
1.015015015015015010e+01,-1.326827960525779782e+00,-5.000000000000000000e+00
1.018018018018018012e+01,-1.371163076334805941e+00,-5.000000000000000000e+00
1.021021021021021014e+01,-1.414261766496366368e+00,-5.000000000000000000e+00
1.024024024024024015e+01,-1.456085167415891446e+00,-5.000000000000000000e+00
1.027027027027027017e+01,-1.496595565471672717e+00,-5.000000000000000000e+00
1.030030030030030019e+01,-1.535756431022553992e+00,-5.000000000000000000e+00
1.033033033033033021e+01,-1.573532451347984695e+00,-5.000000000000000000e+00
1.036036036036036023e+01,-1.609889562490733228e+00,-5.000000000000000000e+00
1.039039039039039025e+01,-1.644794979973547733e+00,-5.000000000000000000e+00
1.042042042042042027e+01,-1.678217228362064661e+00,-5.000000000000000000e+00
1.045045045045045029e+01,-1.710126169647306904e+00,-5.000000000000000000e+00
1.048048048048048031e+01,-1.740493030422179510e+00,-5.000000000000000000e+00
1.051051051051051033e+01,-1.769290427827457046e+00,-5.000000000000000000e+00
1.054054054054054035e+01,-1.796492394243862645e+00,-5.000000000000000000e+00
1.057057057057057037e+01,-1.822074400707979214e+00,-5.000000000000000000e+00
1.060060060060060039e+01,-1.846013379030871482e+00,-5.000000000000000000e+00
1.063063063063063041e+01,-1.868287742599478163e+00,-5.000000000000000000e+00
1.066066066066066043e+01,-1.888877405842015245e+00,-5.000000000000000000e+00
1.069069069069069045e+01,-1.907763802339838222e+00,-5.000000000000000000e+00
1.072072072072072046e+01,-1.924929901569429003e+00,-5.000000000000000000e+00
1.075075075075075048e+01,-1.940360224259415123e+00,-5.000000000000000000e+00
1.078078078078078050e+01,-1.954040856348769672e+00,-5.000000000000000000e+00
1.081081081081081052e+01,-1.965959461533604680e+00,-5.000000000000000000e+00
1.084084084084084054e+01,-1.976105292391249435e+00,-5.000000000000000000e+00
1.087087087087087056e+01,-1.984469200071575345e+00,-5.000000000000000000e+00
1.090090090090090058e+01,-1.991043642546833858e+00,-5.000000000000000000e+00
1.093093093093093060e+01,-1.995822691412567185e+00,-5.000000000000000000e+00
1.096096096096096062e+01,-1.998802037233457396e+00,-5.000000000000000000e+00
1.099099099099099064e+01,-1.999978993429294416e+00,-5.000000000000000000e+00
1.102102102102102066e+01,-1.999352498697559488e+00,-5.000000000000000000e+00
1.105105105105105068e+01,-1.996923117970438755e+00,-5.000000000000000000e+00
1.108108108108108070e+01,-1.992693041905404083e+00,-5.000000000000000000e+00
1.111111111111111072e+01,-1.986666084909821217e+00,-5.000000000000000000e+00
1.114114114114114074e+01,-1.978847681701364269e+00,-5.000000000000000000e+00
1.117117117117117076e+01,-1.969244882407342079e+00,-5.000000000000000000e+00
1.120120120120120077e+01,-1.957866346207351782e+00,-5.000000000000000000e+00
1.123123123123123079e+01,-1.944722333524993241e+00,-5.000000000000000000e+00
1.126126126126126081e+01,-1.929824696775687798e+00,-5.000000000000000000e+00
1.129129129129129083e+01,-1.913186869678941138e+00,-5.000000000000000000e+00
1.132132132132132085e+01,-1.894823855144687874e+00,-5.000000000000000000e+00
