t,Vin,Vout
1.576608331324083068e+00,2.178076502481860466e+00,5.000000000000000000e+00
1.576639747564781313e+00,2.178232030523447715e+00,5.000000000000000000e+00
1.576671163805479559e+00,2.178387487451948878e+00,5.000000000000000000e+00
1.576702580046177804e+00,2.178542873222696574e+00,5.000000000000000000e+00
1.576733996286876271e+00,2.178698187791046958e+00,5.000000000000000000e+00
1.576765412527574517e+00,2.178853431112374395e+00,5.000000000000000000e+00
1.576796828768272762e+00,2.179008603142081668e+00,5.000000000000000000e+00
1.576828245008971008e+00,2.179163703835588883e+00,5.000000000000000000e+00
1.576859661249669475e+00,2.179318733148341014e+00,5.000000000000000000e+00
1.576891077490367721e+00,2.179473691035802574e+00,5.000000000000000000e+00
1.576922493731065966e+00,2.179628577453459837e+00,5.000000000000000000e+00
1.576953909971764212e+00,2.179783392356826610e+00,5.000000000000000000e+00
1.576985326212462679e+00,2.179938135701434021e+00,5.000000000000000000e+00
1.577016742453160925e+00,2.180092807442835401e+00,5.000000000000000000e+00
1.577048158693859170e+00,2.180247407536607174e+00,5.000000000000000000e+00
1.577079574934557638e+00,2.180401935938350633e+00,5.000000000000000000e+00
1.577110991175255883e+00,2.180556392603683946e+00,5.000000000000000000e+00
1.577142407415954128e+00,2.180710777488252816e+00,5.000000000000000000e+00
1.577173823656652374e+00,2.180865090547720708e+00,5.000000000000000000e+00
1.577205239897350841e+00,2.181019331737776845e+00,5.000000000000000000e+00
1.577236656138049087e+00,2.181173501014131766e+00,5.000000000000000000e+00
1.577268072378747332e+00,2.181327598332515993e+00,5.000000000000000000e+00
1.577299488619445578e+00,2.181481623648685808e+00,5.000000000000000000e+00
1.577330904860144045e+00,2.181635576918417918e+00,5.000000000000000000e+00
1.577362321100842291e+00,2.181789458097510348e+00,5.000000000000000000e+00
1.577393737341540536e+00,2.181943267141786880e+00,5.000000000000000000e+00
1.577425153582239004e+00,2.182097004007091279e+00,5.000000000000000000e+00
1.577456569822937249e+00,2.182250668649287739e+00,5.000000000000000000e+00
1.577487986063635494e+00,2.182404261024266212e+00,5.000000000000000000e+00
1.577519402304333740e+00,2.182557781087937965e+00,5.000000000000000000e+00
1.577550818545032207e+00,2.182711228796238245e+00,5.000000000000000000e+00
1.577582234785730453e+00,2.182864604105120510e+00,5.000000000000000000e+00
1.577613651026428698e+00,2.183017906970562638e+00,5.000000000000000000e+00
1.577645067267126944e+00,2.183171137348568713e+00,5.000000000000000000e+00
1.577676483507825411e+00,2.183324295195160580e+00,5.000000000000000000e+00
1.577707899748523657e+00,2.183477380466382289e+00,5.000000000000000000e+00
1.577739315989221902e+00,2.183630393118304092e+00,5.000000000000000000e+00
1.577770732229920148e+00,2.183783333107014890e+00,5.000000000000000000e+00
1.577802148470618615e+00,2.183936200388631566e+00,5.000000000000000000e+00
1.577833564711316860e+00,2.184088994919286542e+00,5.000000000000000000e+00
1.577864980952015106e+00,2.184241716655138443e+00,5.000000000000000000e+00
1.577896397192713573e+00,2.184394365552369432e+00,5.000000000000000000e+00
1.577927813433411819e+00,2.184546941567182543e+00,5.000000000000000000e+00
1.577959229674110064e+00,2.184699444655803013e+00,5.000000000000000000e+00
1.577990645914808310e+00,2.184851874774480507e+00,5.000000000000000000e+00
1.578022062155506777e+00,2.185004231879485559e+00,5.000000000000000000e+00
1.578053478396205023e+00,2.185156515927112242e+00,5.000000000000000000e+00
1.578084894636903268e+00,2.185308726873676832e+00,5.000000000000000000e+00
1.578116310877601514e+00,2.185460864675518700e+00,5.000000000000000000e+00
1.578147727118299981e+00,2.185612929289000306e+00,5.000000000000000000e+00
1.578179143358998227e+00,2.185764920670503209e+00,5.000000000000000000e+00
1.578210559599696472e+00,2.185916838776437388e+00,5.000000000000000000e+00
1.578241975840394717e+00,2.186068683563231918e+00,5.000000000000000000e+00
1.578273392081093185e+00,2.186220454987339856e+00,5.000000000000000000e+00
1.578304808321791430e+00,2.186372153005233798e+00,5.000000000000000000e+00
1.578336224562489676e+00,2.186523777573414318e+00,5.000000000000000000e+00
1.578367640803188143e+00,2.186675328648402417e+00,5.000000000000000000e+00
1.578399057043886389e+00,2.186826806186739081e+00,5.000000000000000000e+00
1.578430473284584634e+00,2.186978210144991941e+00,5.000000000000000000e+00
1.578461889525282880e+00,2.187129540479748613e+00,5.000000000000000000e+00
1.578493305765981347e+00,2.187280797147625133e+00,5.000000000000000000e+00
1.578524722006679593e+00,2.187431980105250862e+00,5.000000000000000000e+00
1.578556138247377838e+00,2.187583089309285356e+00,5.000000000000000000e+00
1.578587554488076083e+00,2.187734124716409045e+00,5.000000000000000000e+00
1.578618970728774551e+00,2.187885086283326341e+00,5.000000000000000000e+00
1.578650386969472796e+00,2.188035973966760750e+00,5.000000000000000000e+00
1.578681803210171042e+00,2.188186787723462423e+00,5.000000000000000000e+00
1.578713219450869287e+00,2.188337527510202385e+00,5.000000000000000000e+00
1.578744635691567755e+00,2.188488193283776084e+00,5.000000000000000000e+00
1.578776051932266000e+00,2.188638785001000286e+00,5.000000000000000000e+00
1.578807468172964246e+00,2.188789302618715293e+00,5.000000000000000000e+00
1.578838884413662713e+00,2.188939746093787164e+00,5.000000000000000000e+00
1.578870300654360959e+00,2.189090115383097501e+00,5.000000000000000000e+00
1.578901716895059204e+00,2.189240410443559437e+00,5.000000000000000000e+00
1.578933133135757449e+00,2.189390631232103424e+00,5.000000000000000000e+00
1.578964549376455917e+00,2.189540777705686558e+00,5.000000000000000000e+00
1.578995965617154162e+00,2.189690849821285035e+00,5.000000000000000000e+00
1.579027381857852408e+00,2.189840847535899915e+00,5.000000000000000000e+00
1.579058798098550653e+00,2.189990770806557130e+00,5.000000000000000000e+00
1.579090214339249121e+00,2.190140619590305260e+00,5.000000000000000000e+00
1.579121630579947366e+00,2.190290393844211536e+00,5.000000000000000000e+00
1.579153046820645612e+00,2.190440093525370280e+00,5.000000000000000000e+00
1.579184463061344079e+00,2.190589718590900237e+00,5.000000000000000000e+00
1.579215879302042325e+00,2.190739268997937916e+00,5.000000000000000000e+00
1.579247295542740570e+00,2.190888744703648250e+00,5.000000000000000000e+00
1.579278711783438816e+00,2.191038145665216152e+00,5.000000000000000000e+00
1.579310128024137283e+00,2.191187471839850964e+00,5.000000000000000000e+00
1.579341544264835528e+00,2.191336723184785118e+00,5.000000000000000000e+00
1.579372960505533774e+00,2.191485899657272807e+00,5.000000000000000000e+00
1.579404376746232019e+00,2.191635001214593981e+00,5.000000000000000000e+00
1.579435792986930487e+00,2.191784027814049018e+00,5.000000000000000000e+00
1.579467209227628732e+00,2.191932979412963167e+00,5.000000000000000000e+00
1.579498625468326978e+00,2.192081855968684767e+00,5.000000000000000000e+00
1.579530041709025223e+00,2.192230657438584362e+00,5.000000000000000000e+00
1.579561457949723691e+00,2.192379383780057811e+00,5.000000000000000000e+00
1.579592874190421936e+00,2.192528034950521842e+00,5.000000000000000000e+00
1.579624290431120182e+00,2.192676610907416723e+00,5.000000000000000000e+00
1.579655706671818649e+00,2.192825111608209365e+00,5.000000000000000000e+00
1.579687122912516895e+00,2.192973537010384000e+00,5.000000000000000000e+00
1.579718539153215140e+00,2.193121887071452392e+00,5.000000000000000000e+00
1.579749955393913385e+00,2.193270161748950287e+00,5.000000000000000000e+00
1.579781371634611853e+00,2.193418361000434746e+00,5.000000000000000000e+00
1.579812787875310098e+00,2.193566484783485038e+00,5.000000000000000000e+00
